Initials	Item Name	Rarity	Min Ups	Max Ups	Min Base	Max Base	Class	Health	Max Potential	Min Potential	Lowest Health	Highest Health	Unrounded Min Upgrades	Unrounded Max Upgrades	Average Ups	Average Base	Unrounded Min Base	Unrounded Max Base
OO	Dual Solar Blades		53200	58800	1463000	1617000	War		2205000	1995000	0	0	53200	58800	56000	1540000	1463000	1617000
OO	Dual Solar Blades		54150	59850	1529500	1690500	War		2289000	2071000	0	0	54150	59850	57000	1610000	1529500	1690500
OO	Void Spelldaggers		51300	56700	1330000	1470000	Mage		2037000	1843000	0	0	51300	56700	54000	1400000	1330000	1470000
OO	Void Spelldaggers		52250	57750	1396500	1543500	Mage		2121000	1919000	0	0	52250	57750	55000	1470000	1396500	1543500
OO	Void Spelldaggers		53200	58800	1463000	1617000	Mage		2205000	1995000	0	0	53200	58800	56000	1540000	1463000	1617000
OO	Void Spelldaggers		54150	59850	1529500	1690500	Mage		2289000	2071000	0	0	54150	59850	57000	1610000	1529500	1690500
OO	Solar Katana		54150	59850	1520000	1680000	War		2278500	2061500	0	0	54150	59850	57000	1600000	1520000	1680000
OO	Solar Katana		55100	60900	1586500	1753500	War		2362500	2137500	0	0	55100	60900	58000	1670000	1586500	1753500
OO	Solar Katana		56050	61950	1653000	1827000	War		2446500	2213500	0	0	56050	61950	59000	1740000	1653000	1827000
OO	Solar Katana		57000	63000	1710000	1890000	War		2520000	2280000	0	0	57000	63000	60000	1800000	1710000	1890000
OO	Void Spell Blade		54150	59850	1520000	1680000	Mage		2278500	2061500	0	0	54150	59850	57000	1600000	1520000	1680000
OO	Void Spell Blade		55100	60900	1586500	1753500	Mage		2362500	2137500	0	0	55100	60900	58000	1670000	1586500	1753500
OO	Void Spell Blade		56050	61950	1653000	1827000	Mage		2446500	2213500	0	0	56050	61950	59000	1740000	1653000	1827000
OO	Void Spell Blade		57000	63000	1710000	1890000	Mage		2520000	2280000	0	0	57000	63000	60000	1800000	1710000	1890000
OO	Dual Crystalized Knives		56050	61950	1586500	1753500	War		2373000	2147000	0	0	56050	61950	59000	1670000	1586500	1753500
OO	Dual Crystalized Knives		57000	63000	1653000	1827000	War		2457000	2223000	0	0	57000	63000	60000	1740000	1653000	1827000
OO	Dual Crystalized Knives		57950	64050	1710000	1890000	War		2530500	2289500	0	0	57950	64050	61000	1800000	1710000	1890000
OO	Dual Crystalized Knives		58900	65100	1805000	1995000	War		2646000	2394000	0	0	58900	65100	62000	1900000	1805000	1995000
OO	Moon Crystal Spellblade		56050	61950	1586500	1753500	Mage		2373000	2147000	0	0	56050	61950	59000	1670000	1586500	1753500
OO	Moon Crystal Spellblade		57000	63000	1653000	1827000	Mage		2457000	2223000	0	0	57000	63000	60000	1740000	1653000	1827000
OO	Moon Crystal Spellblade		57950	64050	1710000	1890000	Mage		2530500	2289500	0	0	57950	64050	61000	1800000	1710000	1890000
OO	Moon Crystal Spellblade		58900	65100	1805000	1995000	Mage		2646000	2394000	0	0	58900	65100	62000	1900000	1805000	1995000
OO	Void Greatsword		57950	64050	1852500	2047500	War		2688000	2432000	0	0	57950	64050	61000	1950000	1852500	2047500
OO	Void Greatsword		59850	66150	1995000	2205000	War		2866500	2593500	0	0	59850	66150	63000	2100000	1995000	2205000
OO	Void Greatsword		61750	68250	2137500	2362500	War		3045000	2755000	0	0	61750	68250	65000	2250000	2137500	2362500
OO	Void Greatsword		63650	70350	2280000	2520000	War		3223500	2916500	0	0	63650	70350	67000	2400000	2280000	2520000
OO	Energized Spelldagger		57950	64050	1852500	2047500	Mage		2688000	2432000	0	0	57950	64050	61000	1950000	1852500	2047500
OO	Energized Spelldagger		59850	66150	1995000	2205000	Mage		2866500	2593500	0	0	59850	66150	63000	2100000	1995000	2205000
OO	Energized Spelldagger		61750	68250	2137500	2362500	Mage		3045000	2755000	0	0	61750	68250	65000	2250000	2137500	2362500
OO	Energized Spelldagger		63650	70350	2280000	2520000	Mage		3223500	2916500	0	0	63650	70350	67000	2400000	2280000	2520000
OO	Solar Greatsword		60800	67200	2090000	2310000	War		2982000	2698000	0	0	60800	67200	64000	2200000	2090000	2310000
OO	Solar Greatsword		62700	69300	2251500	2488500	War		3181500	2878500	0	0	62700	69300	66000	2370000	2251500	2488500
OO	Solar Greatsword		64600	71400	2413000	2667000	War		3381000	3059000	0	0	64600	71400	68000	2540000	2413000	2667000
OO	Solar Greatsword		66500	73500	2565000	2835000	War		3570000	3230000	0	0	66500	73500	70000	2700000	2565000	2835000
OO	Solar Essence Staff		60800	67200	2090000	2310000	Mage		2982000	2698000	0	0	60800	67200	64000	2200000	2090000	2310000
OO	Solar Essence Staff		62700	69300	2251500	2488500	Mage		3181500	2878500	0	0	62700	69300	66000	2370000	2251500	2488500
OO	Solar Essence Staff		64600	71400	2413000	2667000	Mage		3381000	3059000	0	0	64600	71400	68000	2540000	2413000	2667000
OO	Solar Essence Staff		66500	73500	2565000	2835000	Mage		3570000	3230000	0	0	66500	73500	70000	2700000	2565000	2835000
OO	Space		11400	12600	90250	99750	DPS Armor	2100000	225750	204250	1995000	2205000	11400	12600	12000	95000	90250	99750
OO	Space		12255	13545	104500	115500	DPS Armor	2320000	250950	227050	2204000	2436000	12255	13545	12900	110000	104500	115500
OO	Space		13110	14490	118750	131250	DPS Armor	2540000	276150	249850	2413000	2667000	13110	14490	13800	125000	118750	131250
OO	Space		13965	15435	133000	147000	DPS Armor	2750000	301350	272650	2612500	2887500	13965	15435	14700	140000	133000	147000
OO	Space Guardian		11400	12600	2850000	3150000	Guardian		3276000	2964000	0	0	11400	12600	12000	3000000	2850000	3150000
OO	Space Guardian		12255	13545	3230000	3570000	Guardian		3705450	3352550	0	0	12255	13545	12900	3400000	3230000	3570000
OO	Space Guardian		13110	14490	3610000	3990000	Guardian		4134900	3741100	0	0	13110	14490	13800	3800000	3610000	3990000
OO	Space Guardian		13965	15435	3990000	4410000	Guardian		4564350	4129650	0	0	13965	15435	14700	4200000	3990000	4410000
OO	Commanders		13965	15435	133000	147000	DPS Armor	2800000	301350	272650	2660000	2940000	13965	15435	14700	140000	133000	147000
OO	Commanders		15105	16695	145350	160650	DPS Armor	3200000	327600	296400	3040000	3360000	15105	16695	15900	153000	145350	160650
OO	Commanders		16245	17955	158650	175350	DPS Armor	3600000	354900	321100	3420000	3780000	16245	17955	17100	167000	158650	175350
OO	Commanders		17480	19320	171000	189000	DPS Armor	3900000	382200	345800	3705000	4095000	17480	19320	18400	180000	171000	189000
OO	Commanders Guardian		13965	15435	3990000	4410000	Guardian		4564350	4129650	0	0	13965	15435	14700	4200000	3990000	4410000
OO	Commanders Guardian		15105	16695	4465000	4935000	Guardian		5101950	4616050	0	0	15105	16695	15900	4700000	4465000	4935000
OO	Commanders Guardian		16245	17955	4845000	5355000	Guardian		5534550	5007450	0	0	16245	17955	17100	5100000	4845000	5355000
OO	Commanders Guardian		17480	19320	5225000	5775000	Guardian		5968200	5399800	0	0	17480	19320	18400	5500000	5225000	5775000
OO	Alien		18050	19950	180500	199500	DPS Armor	3900000	399000	361000	3705000	4095000	18050	19950	19000	190000	180500	199500
OO	Alien		19000	21000	190000	210000	DPS Armor	4300000	420000	380000	4085000	4515000	19000	21000	20000	200000	190000	210000
OO	Alien		19950	22050	199500	220500	DPS Armor	4700000	441000	399000	4465000	4935000	19950	22050	21000	210000	199500	220500
OO	Alien		20900	23100	209000	231000	DPS Armor	5000000	462000	418000	4750000	5250000	20900	23100	22000	220000	209000	231000
OO	Alien Guardian		18050	19950	5225000	5775000	Guardian		5974500	5405500	0	0	18050	19950	19000	5500000	5225000	5775000
OO	Alien Guardian		19000	21000	5795000	6405000	Guardian		6615000	5985000	0	0	19000	21000	20000	6100000	5795000	6405000
OO	Alien Guardian		19950	22050	6365000	7035000	Guardian		7255500	6564500	0	0	19950	22050	21000	6700000	6365000	7035000
OO	Alien Guardian		20900	23100	6887500	7612500	Guardian		7843500	7096500	0	0	20900	23100	22000	7250000	6887500	7612500
OO	Galactic Dual Blades		75525	83475	2992500	3307500	War Legend		4142250	3747750	0	0	75525	83475	79500	3150000	2992500	3307500
OO	Galactic Pike		75525	83475	2992500	3307500	Mage Legend		4142250	3747750	0	0	75525	83475	79500	3150000	2992500	3307500
VC	Dual FIst Blades		66500	73500	2565000	2835000	War		3570000	3230000	0	0	66500	73500	70000	2700000	2565000	2835000
VC	Dual FIst Blades		69825	77175	2707500	2992500	War		3764250	3405750	0	0	69825	77175	73500	2850000	2707500	2992500
VC	Dual FIst Blades		73150	80850	2850000	3150000	War		3958500	3581500	0	0	73150	80850	77000	3000000	2850000	3150000
VC	Dual FIst Blades		76000	84000	2992500	3307500	War		4147500	3752500	0	0	76000	84000	80000	3150000	2992500	3307500
VC	Lava Shard Staff		66500	73500	2565000	2835000	Mage		3570000	3230000	0	0	66500	73500	70000	2700000	2565000	2835000
VC	Lava Shard Staff		69825	77175	2707500	2992500	Mage		3764250	3405750	0	0	69825	77175	73500	2850000	2707500	2992500
VC	Lava Shard Staff		73150	80850	2850000	3150000	Mage		3958500	3581500	0	0	73150	80850	77000	3000000	2850000	3150000
VC	Lava Shard Staff		76000	84000	2992500	3307500	Mage		4147500	3752500	0	0	76000	84000	80000	3150000	2992500	3307500
VC	Darkstone Greatsword		76000	84000	2992500	3307500	War		4147500	3752500	0	0	76000	84000	80000	3150000	2992500	3307500
VC	Darkstone Greatsword		79325	87675	3135000	3465000	War		4341750	3928250	0	0	79325	87675	83500	3300000	3135000	3465000
VC	Darkstone Greatsword		82650	91350	3277500	3622500	War		4536000	4104000	0	0	82650	91350	87000	3450000	3277500	3622500
VC	Darkstone Greatsword		85500	94500	3420000	3780000	War		4725000	4275000	0	0	85500	94500	90000	3600000	3420000	3780000
VC	Lava Tendril Pike		76000	84000	2992500	3307500	Mage		4147500	3752500	0	0	76000	84000	80000	3150000	2992500	3307500
VC	Lava Tendril Pike		79325	87675	3135000	3465000	Mage		4341750	3928250	0	0	79325	87675	83500	3300000	3135000	3465000
VC	Lava Tendril Pike		82650	91350	3277500	3622500	Mage		4536000	4104000	0	0	82650	91350	87000	3450000	3277500	3622500
VC	Lava Tendril Pike		85500	94500	3420000	3780000	Mage		4725000	4275000	0	0	85500	94500	90000	3600000	3420000	3780000
VC	Hellstone Greataxe		85500	94500	3420000	3780000	War		4725000	4275000	0	0	85500	94500	90000	3600000	3420000	3780000
VC	Hellstone Greataxe		88825	98175	3562500	3937500	War		4919250	4450750	0	0	88825	98175	93500	3750000	3562500	3937500
VC	Hellstone Greataxe		92150	101850	3705000	4095000	War		5113500	4626500	0	0	92150	101850	97000	3900000	3705000	4095000
VC	Hellstone Greataxe		95000	105000	3895000	4305000	War		5355000	4845000	0	0	95000	105000	100000	4100000	3895000	4305000
VC	Lava Spellblade		85500	94500	3420000	3780000	Mage		4725000	4275000	0	0	85500	94500	90000	3600000	3420000	3780000
VC	Lava Spellblade		88825	98175	3562500	3937500	Mage		4919250	4450750	0	0	88825	98175	93500	3750000	3562500	3937500
VC	Lava Spellblade		92150	101850	3705000	4095000	Mage		5113500	4626500	0	0	92150	101850	97000	3900000	3705000	4095000
VC	Lava Spellblade		95000	105000	3895000	4305000	Mage		5355000	4845000	0	0	95000	105000	100000	4100000	3895000	4305000
VC	Magma Infused Waraxe		95000	105000	3895000	4305000	War		5355000	4845000	0	0	95000	105000	100000	4100000	3895000	4305000
VC	Magma Infused Waraxe		97375	107625	4085000	4515000	War		5591250	5058750	0	0	97375	107625	102500	4300000	4085000	4515000
VC	Magma Infused Waraxe		99750	110250	4275000	4725000	War		5827500	5272500	0	0	99750	110250	105000	4500000	4275000	4725000
VC	Magma Infused Waraxe		101650	112350	4465000	4935000	War		6058500	5481500	0	0	101650	112350	107000	4700000	4465000	4935000
VC	Dual Magma Shields		95000	105000	3895000	4305000	Mage		5355000	4845000	0	0	95000	105000	100000	4100000	3895000	4305000
VC	Dual Magma Shields		97375	107625	4085000	4515000	Mage		5591250	5058750	0	0	97375	107625	102500	4300000	4085000	4515000
VC	Dual Magma Shields		99750	110250	4275000	4725000	Mage		5827500	5272500	0	0	99750	110250	105000	4500000	4275000	4725000
VC	Dual Magma Shields		101650	112350	4465000	4935000	Mage		6058500	5481500	0	0	101650	112350	107000	4700000	4465000	4935000
VC	Shattered Magma Blade		101650	112350	4465000	4935000	War		6058500	5481500	0	0	101650	112350	107000	4700000	4465000	4935000
VC	Shattered Magma Blade		104025	114975	4655000	5145000	War		6294750	5695250	0	0	104025	114975	109500	4900000	4655000	5145000
VC	Shattered Magma Blade		106400	117600	4845000	5355000	War		6531000	5909000	0	0	106400	117600	112000	5100000	4845000	5355000
VC	Shattered Magma Blade		108300	119700	5035000	5565000	War		6762000	6118000	0	0	108300	119700	114000	5300000	5035000	5565000
VC	Ancient Lava Axe		101650	112350	4465000	4935000	Mage		6058500	5481500	0	0	101650	112350	107000	4700000	4465000	4935000
VC	Ancient Lava Axe		104025	114975	4655000	5145000	Mage		6294750	5695250	0	0	104025	114975	109500	4900000	4655000	5145000
VC	Ancient Lava Axe		106400	117600	4845000	5355000	Mage		6531000	5909000	0	0	106400	117600	112000	5100000	4845000	5355000
VC	Ancient Lava Axe		108300	119700	5035000	5565000	Mage		6762000	6118000	0	0	108300	119700	114000	5300000	5035000	5565000
VC	Volcanic Greatsword		108300	119700	5035000	5565000	War		6762000	6118000	0	0	108300	119700	114000	5300000	5035000	5565000
VC	Volcanic Greatsword		110675	122325	5225000	5775000	War		6998250	6331750	0	0	110675	122325	116500	5500000	5225000	5775000
VC	Volcanic Greatsword		112100	123900	5415000	5985000	War		7224000	6536000	0	0	112100	123900	118000	5700000	5415000	5985000
VC	Volcanic Greatsword		114000	126000	5747500	6352500	War		7612500	6887500	0	0	114000	126000	120000	6050000	5747500	6352500
VC	Dual Hellfire Blades		108300	119700	5035000	5565000	Mage		6762000	6118000	0	0	108300	119700	114000	5300000	5035000	5565000
VC	Dual Hellfire Blades		110675	122325	5225000	5775000	Mage		6998250	6331750	0	0	110675	122325	116500	5500000	5225000	5775000
VC	Dual Hellfire Blades		112100	123900	5415000	5985000	Mage		7224000	6536000	0	0	112100	123900	118000	5700000	5415000	5985000
VC	Dual Hellfire Blades		114000	126000	5747500	6352500	Mage		7612500	6887500	0	0	114000	126000	120000	6050000	5747500	6352500
VC	Burned		20900	23100	209000	231000	DPS Armor	5000000	462000	418000	4750000	5250000	20900	23100	22000	220000	209000	231000
VC	Burned		21850	24150	247000	273000	DPS Armor	5500000	514500	465500	5225000	5775000	21850	24150	23000	260000	247000	273000
VC	Burned		22800	25200	285000	315000	DPS Armor	6000000	567000	513000	5700000	6300000	22800	25200	24000	300000	285000	315000
VC	Burned		23750	26250	323000	357000	DPS Armor	6600000	619500	560500	6270000	6930000	23750	26250	25000	340000	323000	357000
VC	Burned Guardian		20900	23100	6887500	7612500	Guardian		7843500	7096500	0	0	20900	23100	22000	7250000	6887500	7612500
VC	Burned Guardian		21850	24150	7695000	8505000	Guardian		8746500	7913500	0	0	21850	24150	23000	8100000	7695000	8505000
VC	Burned Guardian		22800	25200	8645000	9555000	Guardian		9807000	8873000	0	0	22800	25200	24000	9100000	8645000	9555000
VC	Burned Guardian		23750	26250	9500000	10500000	Guardian		10762500	9737500	0	0	23750	26250	25000	10000000	9500000	10500000
VC	Molten Forged		23750	26250	323000	357000	DPS Armor	6600000	619500	560500	6270000	6930000	23750	26250	25000	340000	323000	357000
VC	Molten Forged		25175	27825	361000	399000	DPS Armor	7500000	677250	612750	7125000	7875000	25175	27825	26500	380000	361000	399000
VC	Molten Forged		26600	29400	399000	441000	DPS Armor	8400000	735000	665000	7980000	8820000	26600	29400	28000	420000	399000	441000
VC	Molten Forged		28025	30975	432250	477750	DPS Armor	9400000	787500	712500	8930000	9870000	28025	30975	29500	455000	432250	477750
VC	Molten Forged Guardian		23750	26250	9500000	10500000	Guardian		10762500	9737500	0	0	23750	26250	25000	10000000	9500000	10500000
VC	Molten Forged Guardian		25175	27825	11162500	12337500	Guardian		12615750	11414250	0	0	25175	27825	26500	11750000	11162500	12337500
VC	Molten Forged Guardian		26600	29400	12825000	14175000	Guardian		14469000	13091000	0	0	26600	29400	28000	13500000	12825000	14175000
VC	Molten Forged Guardian		28025	30975	14250000	15750000	Guardian		16059750	14530250	0	0	28025	30975	29500	15000000	14250000	15750000
VC	Lava King's		28025	30975	432250	477750	DPS Armor	9400000	787500	712500	8930000	9870000	28025	30975	29500	455000	432250	477750
VC	Lava King's		30400	33600	456000	504000	DPS Armor	10200000	840000	760000	9690000	10710000	30400	33600	32000	480000	456000	504000
VC	Lava King's		32300	35700	479750	530250	DPS Armor	11000000	887250	802750	10450000	11550000	32300	35700	34000	505000	479750	530250
VC	Lava King's		34200	37800	503500	556500	DPS Armor	12000000	934500	845500	11400000	12600000	34200	37800	36000	530000	503500	556500
VC	Lava King's Guardian		28025	30975	14250000	15750000	Guardian		16059750	14530250	0	0	28025	30975	29500	15000000	14250000	15750000
VC	Lava King's Guardian		30400	33600	15200000	16800000	Guardian		17136000	15504000	0	0	30400	33600	32000	16000000	15200000	16800000
VC	Lava King's Guardian		32300	35700	16150000	17850000	Guardian		18207000	16473000	0	0	32300	35700	34000	17000000	16150000	17850000
VC	Lava King's Guardian		34200	37800	17100000	18900000	Guardian		19278000	17442000	0	0	34200	37800	36000	18000000	17100000	18900000
VC	Lava  King's Warscythe		123500	136500	6412500	7087500	War Legend		8452500	7647500	0	0	123500	136500	130000	6750000	6412500	7087500
VC	Lava King's Spell Daggers		123500	136500	6412500	7087500	Mage Legend		8452500	7647500	0	0	123500	136500	130000	6750000	6412500	7087500
AT	Serpent Scimitars		114000	126000	5747500	6352500	War		7612500	6887500	0	0	114000	126000	120000	6050000	5747500	6352500
AT	Serpent Scimitars		116850	129150	5975500	6604500	War		7896000	7144000	0	0	116850	129150	123000	6290000	5975500	6604500
AT	Serpent Scimitars		120650	133350	6194000	6846000	War		8179500	7400500	0	0	120650	133350	127000	6520000	6194000	6846000
AT	Serpent Scimitars		123500	136500	6412500	7087500	War		8452500	7647500	0	0	123500	136500	130000	6750000	6412500	7087500
AT	Sea Staff		114000	126000	5747500	6352500	Mage		7612500	6887500	0	0	114000	126000	120000	6050000	5747500	6352500
AT	Sea Staff		116850	129150	5975500	6604500	Mage		7896000	7144000	0	0	116850	129150	123000	6290000	5975500	6604500
AT	Sea Staff		120650	133350	6194000	6846000	Mage		8179500	7400500	0	0	120650	133350	127000	6520000	6194000	6846000
AT	Sea Staff		123500	136500	6412500	7087500	Mage		8452500	7647500	0	0	123500	136500	130000	6750000	6412500	7087500
AT	Aquatic Executioner		123500	136500	6412500	7087500	War		8452500	7647500	0	0	123500	136500	130000	6750000	6412500	7087500
AT	Aquatic Executioner		125400	138600	6887500	7612500	War		8998500	8141500	0	0	125400	138600	132000	7250000	6887500	7612500
AT	Aquatic Executioner		127300	140700	7315000	8085000	War		9492000	8588000	0	0	127300	140700	134000	7700000	7315000	8085000
AT	Aquatic Executioner		129200	142800	7790000	8610000	War		10038000	9082000	0	0	129200	142800	136000	8200000	7790000	8610000
AT	Enchanted Sea Axes		123500	136500	6412500	7087500	Mage		8452500	7647500	0	0	123500	136500	130000	6750000	6412500	7087500
AT	Enchanted Sea Axes		125400	138600	6887500	7612500	Mage		8998500	8141500	0	0	125400	138600	132000	7250000	6887500	7612500
AT	Enchanted Sea Axes		127300	140700	7315000	8085000	Mage		9492000	8588000	0	0	127300	140700	134000	7700000	7315000	8085000
AT	Enchanted Sea Axes		129200	142800	7790000	8610000	Mage		10038000	9082000	0	0	129200	142800	136000	8200000	7790000	8610000
AT	Aquatic Scimitars		129200	142800	7790000	8610000	War		10038000	9082000	0	0	129200	142800	136000	8200000	7790000	8610000
AT	Aquatic Scimitars		131100	144900	8122500	8977500	War		10426500	9433500	0	0	131100	144900	138000	8550000	8122500	8977500
AT	Aquatic Scimitars		133000	147000	8455000	9345000	War		10815000	9785000	0	0	133000	147000	140000	8900000	8455000	9345000
AT	Aquatic Scimitars		134900	149100	8816000	9744000	War		11235000	10165000	0	0	134900	149100	142000	9280000	8816000	9744000
AT	Aquatic Defender		129200	142800	7790000	8610000	Mage		10038000	9082000	0	0	129200	142800	136000	8200000	7790000	8610000
AT	Aquatic Defender		131100	144900	8122500	8977500	Mage		10426500	9433500	0	0	131100	144900	138000	8550000	8122500	8977500
AT	Aquatic Defender		133000	147000	8455000	9345000	Mage		10815000	9785000	0	0	133000	147000	140000	8900000	8455000	9345000
AT	Aquatic Defender		134900	149100	8816000	9744000	Mage		11235000	10165000	0	0	134900	149100	142000	9280000	8816000	9744000
AT	Serpent Pike		134900	149100	8816000	9744000	War		11235000	10165000	0	0	134900	149100	142000	9280000	8816000	9744000
AT	Serpent Pike		136800	151200	9196000	10164000	War		11676000	10564000	0	0	136800	151200	144000	9680000	9196000	10164000
AT	Serpent Pike		138700	153300	9576000	10584000	War		12117000	10963000	0	0	138700	153300	146000	10080000	9576000	10584000
AT	Serpent Pike		140600	155400	9975000	11025000	War		12579000	11381000	0	0	140600	155400	148000	10500000	9975000	11025000
AT	Enchanted Sea Daggers		134900	149100	8816000	9744000	Mage		11235000	10165000	0	0	134900	149100	142000	9280000	8816000	9744000
AT	Enchanted Sea Daggers		136800	151200	9196000	10164000	Mage		11676000	10564000	0	0	136800	151200	144000	9680000	9196000	10164000
AT	Enchanted Sea Daggers		138700	153300	9576000	10584000	Mage		12117000	10963000	0	0	138700	153300	146000	10080000	9576000	10584000
AT	Enchanted Sea Daggers		140600	155400	9975000	11025000	Mage		12579000	11381000	0	0	140600	155400	148000	10500000	9975000	11025000
AT	Aquatic Spear		140600	155400	9975000	11025000	War		12579000	11381000	0	0	140600	155400	148000	10500000	9975000	11025000
AT	Aquatic Spear		142500	157500	10450000	11550000	War		13125000	11875000	0	0	142500	157500	150000	11000000	10450000	11550000
AT	Aquatic Spear		144400	159600	10925000	12075000	War		13671000	12369000	0	0	144400	159600	152000	11500000	10925000	12075000
AT	Aquatic Spear		146300	161700	11400000	12600000	War		14217000	12863000	0	0	146300	161700	154000	12000000	11400000	12600000
AT	Ocean Pearl Staff		140600	155400	9975000	11025000	Mage		12579000	11381000	0	0	140600	155400	148000	10500000	9975000	11025000
AT	Ocean Pearl Staff		142500	157500	10450000	11550000	Mage		13125000	11875000	0	0	142500	157500	150000	11000000	10450000	11550000
AT	Ocean Pearl Staff		144400	159600	10925000	12075000	Mage		13671000	12369000	0	0	144400	159600	152000	11500000	10925000	12075000
AT	Ocean Pearl Staff		146300	161700	11400000	12600000	Mage		14217000	12863000	0	0	146300	161700	154000	12000000	11400000	12600000
AT	Oceanic Greatsword		146300	161700	11400000	12600000	War		14217000	12863000	0	0	146300	161700	154000	12000000	11400000	12600000
AT	Oceanic Greatsword		148200	163800	11875000	13125000	War		14763000	13357000	0	0	148200	163800	156000	12500000	11875000	13125000
AT	Oceanic Greatsword		150100	165900	12350000	13650000	War		15309000	13851000	0	0	150100	165900	158000	13000000	12350000	13650000
AT	Oceanic Greatsword		152000	168000	12777500	14122500	War		15802500	14297500	0	0	152000	168000	160000	13450000	12777500	14122500
AT	Enchanted Serpent Daggers		146300	161700	11400000	12600000	Mage		14217000	12863000	0	0	146300	161700	154000	12000000	11400000	12600000
AT	Enchanted Serpent Daggers		148200	163800	11875000	13125000	Mage		14763000	13357000	0	0	148200	163800	156000	12500000	11875000	13125000
AT	Enchanted Serpent Daggers		150100	165900	12350000	13650000	Mage		15309000	13851000	0	0	150100	165900	158000	13000000	12350000	13650000
AT	Enchanted Serpent Daggers		152000	168000	12777500	14122500	Mage		15802500	14297500	0	0	152000	168000	160000	13450000	12777500	14122500
AT	Aquatic		34200	37800	503500	556500	DPS Armor	12000000	934500	845500	11400000	12600000	34200	37800	36000	530000	503500	556500
AT	Aquatic		35625	39375	579500	640500	DPS Armor	13000000	1034250	935750	12350000	13650000	35625	39375	37500	610000	579500	640500
AT	Aquatic		37050	40950	655500	724500	DPS Armor	14500000	1134000	1026000	13775000	15225000	37050	40950	39000	690000	655500	724500
AT	Aquatic		38475	42525	731500	808500	DPS Armor	16000000	1233750	1116250	15200000	16800000	38475	42525	40500	770000	731500	808500
AT	Aquatic Guardian		34200	37800	17100000	18900000	Guardian		19278000	17442000	0	0	34200	37800	36000	18000000	17100000	18900000
AT	Aquatic Guardian		35625	39375	19000000	21000000	Guardian		21393750	19356250	0	0	35625	39375	37500	20000000	19000000	21000000
AT	Aquatic Guardian		37050	40950	20900000	23100000	Guardian		23509500	21270500	0	0	37050	40950	39000	22000000	20900000	23100000
AT	Aquatic Guardian		38475	42525	22800000	25200000	Guardian		25625250	23184750	0	0	38475	42525	40500	24000000	22800000	25200000
AT	Riptide		38475	42525	731500	808500	DPS Armor	16000000	1233750	1116250	15200000	16800000	38475	42525	40500	770000	731500	808500
AT	Riptide		39900	44100	819850	906150	DPS Armor	18200000	1347150	1218850	17290000	19110000	39900	44100	42000	863000	819850	906150
AT	Riptide		41325	45675	909150	1004850	DPS Armor	20400000	1461600	1322400	19380000	21420000	41325	45675	43500	957000	909150	1004850
AT	Riptide		42750	47250	997500	1102500	DPS Armor	22600000	1575000	1425000	21470000	23730000	42750	47250	45000	1050000	997500	1102500
AT	Riptide Guardian		38475	42525	22800000	25200000	Guardian		25625250	23184750	0	0	38475	42525	40500	24000000	22800000	25200000
AT	Riptide Guardian		39900	44100	26410000	29190000	Guardian		29631000	26809000	0	0	39900	44100	42000	27800000	26410000	29190000
AT	Riptide Guardian		41325	45675	30020000	33180000	Guardian		33636750	30433250	0	0	41325	45675	43500	31600000	30020000	33180000
AT	Riptide Guardian		42750	47250	32205000	35595000	Guardian		36067500	32632500	0	0	42750	47250	45000	33900000	32205000	35595000
AT	Triton		42750	47250	997500	1102500	DPS Armor	22600000	1575000	1425000	21470000	23730000	42750	47250	45000	1050000	997500	1102500
AT	Triton		44175	48825	1069700	1182300	DPS Armor	24600000	1670550	1511450	23370000	25830000	44175	48825	46500	1126000	1069700	1182300
AT	Triton		45600	50400	1142850	1263150	DPS Armor	26000000	1767150	1598850	24700000	27300000	45600	50400	48000	1203000	1142850	1263150
AT	Triton		47025	51975	1216000	1344000	DPS Armor	28600000	1863750	1686250	27170000	30030000	47025	51975	49500	1280000	1216000	1344000
AT	Triton Guardian		42750	47250	32205000	35595000	Guardian		36067500	32632500	0	0	42750	47250	45000	33900000	32205000	35595000
AT	Triton Guardian		44175	48825	35055000	38745000	Guardian		39233250	35496750	0	0	44175	48825	46500	36900000	35055000	38745000
AT	Triton Guardian		45600	50400	37905000	41895000	Guardian		42399000	38361000	0	0	45600	50400	48000	39900000	37905000	41895000
AT	Triton Guardian		47025	51975	40755000	45045000	Guardian		45564750	41225250	0	0	47025	51975	49500	42900000	40755000	45045000
AT	Sea King's Trident		161500	178500	14250000	15750000	War Legend		17535000	15865000	0	0	161500	178500	170000	15000000	14250000	15750000
AT	Sea King's Greatstaff		161500	178500	14250000	15750000	Mage Legend		17535000	15865000	0	0	161500	178500	170000	15000000	14250000	15750000
EF	Fungal Warhammer		152000	168000	12777500	14122500	War		15802500	14297500	0	0	152000	168000	160000	13450000	12777500	14122500
EF	Fungal Warhammer		158650	175350	13471000	14889000	War		16642500	15057500	0	0	158650	175350	167000	14180000	13471000	14889000
EF	Fungal Warhammer		165300	182700	14164500	15655500	War		17482500	15817500	0	0	165300	182700	174000	14910000	14164500	15655500
EF	Fungal Warhammer		171000	189000	14848500	16411500	War		18301500	16558500	0	0	171000	189000	180000	15630000	14848500	16411500
EF	Fungal Pike		152000	168000	12777500	14122500	Mage		15802500	14297500	0	0	152000	168000	160000	13450000	12777500	14122500
